neighbourhood,year,month,crime_count,population,crime_rate
Renfrew-Collingwood,2020,2,13,52364,2.4826216484607744
Renfrew-Collingwood,2020,3,21,52364,4.010388816744328
Renfrew-Collingwood,2020,4,29,52364,5.538155985027881
Renfrew-Collingwood,2020,5,16,52364,3.0555343365671073
Renfrew-Collingwood,2020,6,24,52364,4.583301504850661
Renfrew-Collingwood,2020,7,20,52364,3.819417920708884
Renfrew-Collingwood,2020,8,31,52364,5.9200977770987695
Renfrew-Collingwood,2020,9,20,52364,3.819417920708884
Renfrew-Collingwood,2020,10,17,52364,3.246505232602551
Renfrew-Collingwood,2020,11,21,52364,4.010388816744328
Renfrew-Collingwood,2020,12,6,52364,1.1458253762126653
Riley Park,2020,1,17,23182,7.333275817444569
Riley Park,2020,2,18,23182,7.764644983176603
Riley Park,2020,3,22,23182,9.490121646104736
Riley Park,2020,4,15,23182,6.470537485980501
Riley Park,2020,5,17,23182,7.333275817444569
Riley Park,2020,6,13,23182,5.607799154516435
Riley Park,2020,7,11,23182,4.745060823052368
Riley Park,2020,8,9,23182,3.8823224915883014
Riley Park,2020,9,11,23182,4.745060823052368
Riley Park,2020,10,10,23182,4.3136916573203345
Riley Park,2020,11,18,23182,7.764644983176603
Riley Park,2020,12,18,23182,7.764644983176603
Shaughnessy,2020,1,19,8141,23.33865618474389
Shaughnessy,2020,2,6,8141,7.370101953077017
Shaughnessy,2020,3,7,8141,8.598452278589853
Shaughnessy,2020,4,11,8141,13.5118535806412
Shaughnessy,2020,5,10,8141,12.283503255128362
Shaughnessy,2020,6,15,8141,18.425254882692546
Shaughnessy,2020,7,18,8141,22.110305859231055
Shaughnessy,2020,8,15,8141,18.425254882692546
Shaughnessy,2020,9,15,8141,18.425254882692546
Shaughnessy,2020,10,10,8141,12.283503255128362
Shaughnessy,2020,11,9,8141,11.055152929615527
Shaughnessy,2020,12,12,8141,14.740203906154035
South Cambie,2020,1,8,8214,9.739469198928658
South Cambie,2020,2,8,8214,9.739469198928658
South Cambie,2020,3,9,8214,10.95690284879474
South Cambie,2020,4,7,8214,8.522035549062576
South Cambie,2020,5,4,8214,4.869734599464329
South Cambie,2020,6,7,8214,8.522035549062576
South Cambie,2020,7,9,8214,10.95690284879474
South Cambie,2020,8,10,8214,12.174336498660823
South Cambie,2020,9,6,8214,7.304601899196494
South Cambie,2020,10,4,8214,4.869734599464329
South Cambie,2020,11,6,8214,7.304601899196494
South Cambie,2020,12,12,8214,14.609203798392988
Strathcona,2020,1,62,12931,47.9467945247854
Strathcona,2020,2,59,12931,45.62678833810224
Strathcona,2020,3,54,12931,41.76011136029697
Strathcona,2020,4,67,12931,51.81347150259067
Strathcona,2020,5,53,12931,40.986775964735905
Strathcona,2020,6,55,12931,42.533446755858016
Strathcona,2020,7,60,12931,46.40012373366329
Strathcona,2020,8,65,12931,50.26680071146856
Strathcona,2020,9,70,12931,54.13347768927384
Strathcona,2020,10,55,12931,42.533446755858016
Strathcona,2020,11,41,12931,31.70675121800325
Strathcona,2020,12,68,12931,52.58680689815173
Sunset,2020,1,11,36672,2.99956369982548
Sunset,2020,2,8,36672,2.181500872600349
Sunset,2020,3,14,36672,3.817626527050611
Sunset,2020,4,10,36672,2.7268760907504364
Sunset,2020,5,18,36672,4.908376963350785
Sunset,2020,6,10,36672,2.7268760907504364
Sunset,2020,7,13,36672,3.544938917975567
Sunset,2020,8,15,36672,4.090314136125654
Sunset,2020,9,13,36672,3.544938917975567
Sunset,2020,10,13,36672,3.544938917975567
Sunset,2020,11,11,36672,2.99956369982548
Sunset,2020,12,7,36672,1.9088132635253054
Victoria-Fraserview,2020,1,13,31351,4.146598194634939
Victoria-Fraserview,2020,2,10,31351,3.1896909189499536
Victoria-Fraserview,2020,3,12,31351,3.8276291027399445
Victoria-Fraserview,2020,4,7,31351,2.232783643264968
Victoria-Fraserview,2020,5,7,31351,2.232783643264968
Victoria-Fraserview,2020,6,7,31351,2.232783643264968
Victoria-Fraserview,2020,7,1,31351,0.3189690918949954
Victoria-Fraserview,2020,8,9,31351,2.8707218270549584
Victoria-Fraserview,2020,9,10,31351,3.1896909189499536
Victoria-Fraserview,2020,10,9,31351,2.8707218270549584
Victoria-Fraserview,2020,11,3,31351,0.9569072756849861
Victoria-Fraserview,2020,12,6,31351,1.9138145513699722
West End,2020,1,34,49441,6.876883558180457
West End,2020,2,34,49441,6.876883558180457
West End,2020,3,39,49441,7.888189963795231
West End,2020,4,33,49441,6.6746222770575026
West End,2020,5,50,49441,10.113064056147731
West End,2020,6,48,49441,9.708541493901823
West End,2020,7,51,49441,10.315325337270686
West End,2020,8,41,49441,8.29271252604114
West End,2020,9,58,49441,11.731154305131367
West End,2020,10,31,49441,6.270099714811594
West End,2020,11,32,49441,6.472360995934548
West End,2020,12,47,49441,9.506280212778869
West Point Grey,2020,1,8,13285,6.0218291305984195
West Point Grey,2020,2,10,13285,7.527286413248024
West Point Grey,2020,3,12,13285,9.03274369589763
West Point Grey,2020,4,6,13285,4.516371847948815
West Point Grey,2020,5,15,13285,11.290929619872037
West Point Grey,2020,6,8,13285,6.0218291305984195
West Point Grey,2020,7,10,13285,7.527286413248024
West Point Grey,2020,8,9,13285,6.774557771923222
West Point Grey,2020,9,17,13285,12.796386902521641
West Point Grey,2020,10,8,13285,6.0218291305984195
West Point Grey,2020,11,10,13285,7.527286413248024
West Point Grey,2020,12,7,13285,5.269100489273617
